song_name,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
Kannil - From _Kappela__spotdown.org.wav,0.105018250644207,0.16210487484931946,0.22231425344944,0.1297091692686081,0.26984015107154846,0.1128181591629982,0.2122277021408081,0.22139886021614075,0.2259308397769928,0.3342312276363373,0.1185067668557167,0.18218176066875458,-69.4345932006836,51.98249435424805,1.035351276397705,10.613189697265625,6.323533535003662,2.505359411239624,0.1868337094783783,-0.40844297409057617,-4.762479782104492,0.0940246507525444,-3.8287999629974365,-1.5603034496307373,-4.009154796600342,0.064595190723737
Killer On The Loose - From _Rifle Club__spotdown.org.wav,0.30363598465919495,0.28809213638305664,0.24827700853347778,0.20745714008808136,0.2062869817018509,0.19987614452838898,0.3771046996116638,0.2692851126194,0.2214885801076889,0.20096321403980255,0.22195647656917572,0.3167157471179962,-37.829166412353516,40.6889762878418,-0.9414912462234497,3.858205556869507,4.153961658477783,5.163466930389404,2.0082309246063232,4.658344268798828,-0.09760969132184982,2.923891067504883,-1.0675828456878662,-1.1109750270843506,-0.2181413173675537,0.14781836194306458
Laare_spotdown.org.wav,0.2954418957233429,0.36441272497177124,0.22394751012325287,0.33542001247406006,0.2303425520658493,0.30699023604393005,0.32539674639701843,0.2964574694633484,0.4469558298587799,0.3108474314212799,0.3408150374889374,0.24613896012306213,-35.29328155517578,37.29951477050781,-0.11197730153799057,5.991940498352051,1.5375194549560547,4.271300792694092,-2.222968101501465,3.591337203979492,-0.2626726031303406,1.9698814153671265,0.325937956571579,0.5549617409706116,-1.4081722497940063,0.18373858577470215
Makane_spotdown.org.wav,0.1281004101037979,0.24754655361175537,0.08153492212295532,0.17717239260673523,0.08587977290153503,0.25448915362358093,0.20171914994716644,0.10122963041067123,0.21400679647922516,0.08257104456424713,0.1476123034954071,0.07556062936782837,-79.50057220458984,55.2402458190918,3.778594970703125,12.456307411193848,4.6119065284729,2.573380947113037,-1.2740637063980103,-0.528071939945221,-3.0809381008148193,0.1829553097486496,-0.7215824723243713,1.1345754861831665,-1.353401780128479,0.18812771183919103
Marap_spotdown.org.wav,0.22325655817985535,0.2977830469608307,0.25644564628601074,0.3321729004383087,0.4425404369831085,0.2825109660625458,0.33519789576530457,0.2536778748035431,0.3157629370689392,0.2753298878669739,0.21257281303405762,0.32763805985450745,-35.0157356262207,35.532630920410156,-0.438702791929245,8.599630355834961,2.494511604309082,5.232774257659912,-1.237058401107788,3.6685855388641357,-0.32874855399131775,1.4217119216918945,0.6532085537910461,0.7368787527084351,-0.8743019104003906,0.04976132292001097
Mazhavillile - From _Falimy__spotdown.org.wav,0.1951323002576828,0.16289563477039337,0.22266508638858795,0.156072199344635,0.2450067698955536,0.16019442677497864,0.14712071418762207,0.2375793159008026,0.3703141212463379,0.3264331817626953,0.1796213537454605,0.2109072506427765,-53.43174362182617,39.818885803222656,1.9338207244873047,12.743454933166504,0.1521558314561844,2.8214476108551025,1.3470951318740845,1.1523593664169312,0.38898029923439026,-0.12721844017505646,-0.5067079067230225,0.517767608165741,0.3832867741584778,0.11913757008147907
Mrudhu Bhaave Dhruda Kruthye_spotdown.org.wav,0.26005810499191284,0.21091940999031067,0.2979855537414551,0.19356217980384827,0.29589518904685974,0.25041505694389343,0.25992095470428467,0.29618823528289795,0.2537730634212494,0.4123794734477997,0.23876261711120605,0.2678425908088684,-63.4227294921875,48.31655502319336,8.889372825622559,7.9847731590271,1.5369651317596436,4.552140712738037,1.2263273000717163,4.502316474914551,-1.0002529621124268,0.7062929272651672,0.10107515007257462,-1.5256789922714233,-1.0403450727462769,0.11393463083052045
Nenjakame - From _Ambili__spotdown.org.wav,0.44176673889160156,0.28553637862205505,0.36750492453575134,0.28619763255119324,0.34423789381980896,0.3569221794605255,0.33267855644226074,0.4060434401035309,0.2613936960697174,0.2588895857334137,0.21780525147914886,0.2316478043794632,-51.102943420410156,37.83695983886719,3.838793992996216,11.75721549987793,3.213289737701416,6.964843273162842,1.0549376010894775,3.892824649810791,1.208443522453308,1.830562949180603,1.1813186407089233,3.2419750690460205,-0.8945280313491821,0.05838353309838257
Oru Nokku_spotdown.org.wav,0.32555586099624634,0.08327560871839523,0.1422009915113449,0.08573121577501297,0.13254773616790771,0.2382020205259323,0.09250245988368988,0.19153138995170593,0.10577163845300674,0.18628838658332825,0.21776588261127472,0.11142370849847794,-56.04228591918945,49.26666259765625,1.373456597328186,10.259888648986816,2.2083165645599365,1.2499393224716187,-1.8872215747833252,-0.687664270401001,-3.3611581325531006,0.5645571947097778,0.5771310925483704,-1.299906849861145,-1.8090711832046509,0.2535834882938109
Ottamuri Vakkumayi_spotdown.org.wav,0.06848394125699997,0.1352979987859726,0.09181433171033859,0.13451442122459412,0.257145494222641,0.08855252712965012,0.23542127013206482,0.17105714976787567,0.2561089098453522,0.2129213660955429,0.09527285397052765,0.22877205908298492,-64.7313232421875,53.23856735229492,7.485188961029053,7.202353000640869,2.8219568729400635,1.7811697721481323,0.21862350404262543,-0.9837813377380371,-3.515754461288452,0.32124415040016174,-2.494847297668457,-1.6405918598175049,-2.576857566833496,0.26970504987345484
